station,year,month,precip,t_med,t_min,t_max,spei_1,spei_3,spei_6,spei_12,spei_24,month_sin,month_cos,t_med_anom,t_min_anom,t_max_anom,precip_anom,precip_lag1,precip_lag3,t_med_lag1,t_med_lag3,precip_roll3,drought_class
Ceadir-Lunga,1985,5,54.8,14.4,8.2,21.5,0.016674,0.464742,1.216959,0.127787,-0.264078,0.5,-0.866025403784439,-3.5233,-3.56,-2.4767,-3.2067,55.3,28.0,12.4,1.1,54.79999999999999,Normal
Ceadir-Lunga,1985,6,7.5,21.4,15.8,27.0,-1.832579,-0.658933,0.333282,0.350262,-1.014812,0.0,-1.0,-0.4267,0.0567,-0.82,-50.99,54.8,54.3,14.4,7.2,39.199999999999996,Normal
Ceadir-Lunga,1985,7,46.5,23.5,17.2,30.6,-1.192194,-1.272279,-0.299839,0.060038,-0.768882,-0.5,-0.866025403784439,0.2167,0.0067,1.2533,-15.86,7.5,55.3,21.4,12.4,36.266666666666666,Dry
Ceadir-Lunga,1985,8,4.8,21.8,16.5,27.7,-1.938187,-2.102158,-1.153207,-0.055319,-1.189212,-0.866025403784438,-0.5,-0.45,0.22,-0.56,-32.4533,46.5,54.8,23.5,14.4,19.599999999999998,Dry
Ceadir-Lunga,1985,9,40.0,16.6,10.9,22.3,-0.563043,-1.563214,-1.566083,-0.195396,-1.027756,-1.0,-0.0,-1.0567,-0.7633,-1.3,-0.2033,4.8,7.5,21.8,21.4,30.433333333333334,Dry
Ceadir-Lunga,1985,10,40.0,11.8,6.4,16.6,-0.023771,-1.067195,-1.648928,-0.178916,-0.971213,-0.866025403784439,0.5,0.29,-0.23,0.13,3.82,40.0,46.5,16.6,23.5,28.266666666666666,Dry
Ceadir-Lunga,1985,11,18.4,4.4,0.3,9.2,0.322262,-0.107588,-1.557327,-0.463647,-0.787957,-0.5,0.866025403784438,-1.0267,-0.2867,-1.18,-21.9467,40.0,4.8,11.8,21.8,32.800000000000004,Normal
Ceadir-Lunga,1985,12,48.5,0.7,-3.2,4.8,1.414288,0.731829,-0.584071,-0.341881,-0.792045,-0.0,1.0,0.4333,0.4733,0.4033,12.7833,18.4,40.0,4.4,16.6,35.63333333333333,Normal
Ceadir-Lunga,1986,1,28.5,0.3,-3.8,3.5,1.009834,1.170615,0.075993,-0.30526,-0.782507,0.5,0.866025403784439,1.59,1.52,0.8767,-7.47,48.5,40.0,0.7,11.8,31.8,Wet
Ceadir-Lunga,1986,2,11.3,4.2,-0.2,7.9,0.185197,1.112428,0.712482,-0.600061,-0.947369,0.866025403784439,0.5,3.2467,2.88,2.94,-14.1067,28.5,18.4,0.3,4.4,29.433333333333334,Wet
Ceadir-Lunga,1986,3,34.9,8.9,3.8,13.8,0.187444,0.591608,0.937442,-0.855495,-0.918075,1.0,0.0,3.1333,3.0967,3.1233,4.2967,11.3,48.5,4.2,0.7,24.899999999999995,Normal
Ceadir-Lunga,1986,4,56.2,13.9,8.0,20.4,0.104306,0.207193,0.975834,-0.91592,-0.999144,0.866025403784439,-0.5,1.0367,1.07,1.6067,8.2033,34.9,28.5,8.9,0.3,34.13333333333333,Normal
Ceadir-Lunga,1986,5,13.5,18.4,12.0,24.6,-1.360716,-0.449078,0.471357,-1.477142,-0.995056,0.5,-0.866025403784439,0.4767,0.24,0.6233,-44.5067,56.2,11.3,13.9,4.2,34.86666666666667,Normal
Ceadir-Lunga,1986,6,31.5,21.2,15.2,27.8,-1.270837,-1.068148,-0.333516,-1.248259,-0.659202,0.0,-1.0,-0.6267,-0.5433,-0.02,-26.99,13.5,34.9,18.4,8.9,33.733333333333334,Dry
Ceadir-Lunga,1986,7,26.0,22.7,16.8,28.5,-1.562943,-1.77593,-1.104712,-1.399322,-0.987563,-0.5,-0.866025403784439,-0.5833,-0.3933,-0.8467,-36.36,31.5,56.2,21.2,13.9,23.666666666666668,Dry
Ceadir-Lunga,1986,8,37.3,23.5,17.7,29.6,-1.398915,-1.792146,-1.579554,-1.179594,-0.9099,-0.866025403784438,-0.5,1.25,1.42,1.34,0.0467,26.0,13.5,22.7,18.4,31.599999999999998,Dry
Ceadir-Lunga,1986,9,45.5,17.4,11.6,22.5,-0.529339,-1.477364,-1.794411,-1.165861,-1.003913,-1.0,-0.0,-0.2567,-0.0633,-1.1,5.2967,37.3,31.5,23.5,21.2,36.266666666666666,Dry
Ceadir-Lunga,1986,10,16.2,12.0,7.0,16.9,-0.581019,-1.060517,-1.999839,-1.392913,-1.160599,-0.866025403784439,0.5,0.49,0.37,0.43,-19.98,45.5,26.0,17.4,22.7,33.0,Dry
Ceadir-Lunga,1986,11,11.7,4.2,-0.9,9.5,0.194185,-0.384214,-1.533754,-1.445098,-1.411298,-0.5,0.866025403784438,-1.2267,-1.4867,-0.88,-28.6467,16.2,37.3,12.0,23.5,24.46666666666667,Normal
Ceadir-Lunga,1986,12,9.6,2.1,-2.3,6.1,0.38293,0.003062,-1.038033,-1.865328,-1.633385,-0.0,1.0,1.8333,1.3733,1.7033,-26.1167,11.7,45.5,4.2,17.4,12.5,Normal
Ceadir-Lunga,1987,1,61.4,-1.4,-5.9,1.9,1.78279,1.006547,-0.035141,-1.550385,-1.371786,0.5,0.866025403784439,-0.11,-0.58,-0.7233,25.43,9.6,16.2,2.1,12.0,27.566666666666663,Wet
Ceadir-Lunga,1987,2,46.1,2.2,-1.8,5.8,1.191838,1.430071,0.741444,-1.140226,-1.285949,0.866025403784439,0.5,1.2467,1.28,0.84,20.6933,61.4,11.7,-1.4,4.2,39.03333333333333,Wet
Ceadir-Lunga,1987,3,32.1,5.0,-0.2,10.0,0.562687,1.506382,1.068782,-0.987332,-1.362248,1.0,0.0,-0.7667,-0.9033,-0.6767,1.4967,46.1,9.6,2.2,2.1,46.53333333333333,Wet
Ceadir-Lunga,1987,4,71.2,11.2,5.3,17.2,0.744692,1.065688,1.466167,-0.726405,-1.213055,0.866025403784439,-0.5,-1.6633,-1.63,-1.5933,23.2033,32.1,61.4,5.0,-1.4,49.800000000000004,Wet
Ceadir-Lunga,1987,5,118.5,19.0,13.0,25.2,0.93119,0.955038,1.687086,0.207439,-0.935788,0.5,-0.866025403784439,1.0767,1.24,1.2233,60.4933,71.2,46.1,11.2,2.2,73.93333333333334,Normal
Ceadir-Lunga,1987,6,51.5,21.1,15.1,27.1,-0.810209,0.372215,1.329439,0.395123,-0.625821,0.0,-1.0,-0.7267,-0.6433,-0.72,-6.99,118.5,32.1,19.0,5.0,80.39999999999999,Normal
Ceadir-Lunga,1987,7,36.9,21.0,15.3,27.3,-1.127032,-0.42237,0.457213,0.572736,-0.606064,-0.5,-0.866025403784439,-2.2833,-1.8933,-2.0467,-25.46,51.5,71.2,21.1,11.2,68.96666666666667,Normal
Ceadir-Lunga,1987,8,41.8,20.1,13.9,26.1,-0.915817,-1.206461,-0.174562,0.769576,-0.296097,-0.866025403784438,-0.5,-2.15,-2.38,-2.16,4.5467,36.9,118.5,21.0,19.0,43.4,Dry
Ceadir-Lunga,1987,9,55.0,17.9,12.0,24.3,-0.372051,-1.020454,-0.454752,0.833663,-0.238191,-1.0,-0.0,0.2433,0.3367,0.7,14.7967,41.8,51.5,20.1,21.1,44.56666666666666,Dry
Ceadir-Lunga,1987,10,40.2,12.8,7.5,18.1,-0.131625,-0.597884,-0.71743,1.01677,-0.270891,-0.866025403784439,0.5,1.29,0.87,1.63,4.02,55.0,36.9,17.9,21.0,45.666666666666664,Normal
Ceadir-Lunga,1987,11,80.2,4.8,-0.2,9.8,1.665948,0.498128,-0.497185,1.616444,0.136495,-0.5,0.866025403784438,-0.6267,-0.7867,-0.58,39.8533,40.2,41.8,12.8,20.1,58.46666666666667,Normal
Ceadir-Lunga,1987,12,48.1,-0.7,-4.1,4.6,1.483944,1.286035,0.190493,2.065055,0.157613,-0.0,1.0,-0.9667,-0.4267,0.2033,12.3833,80.2,55.0,4.8,17.9,56.166666666666664,Wet
Ceadir-Lunga,1988,1,79.2,-0.9,-4.8,2.7,2.18275,2.268534,1.182609,2.22802,0.513224,0.5,0.866025403784439,0.39,0.52,0.0767,43.23,48.1,40.2,-0.7,12.8,69.16666666666667,Wet
Ceadir-Lunga,1988,2,43.7,2.7,-1.8,6.9,1.081737,2.020525,1.78138,2.183159,0.785042,0.866025403784439,0.5,1.7467,1.28,1.94,18.2933,79.2,80.2,-0.9,4.8,57.0,Wet
Ceadir-Lunga,1988,3,22.4,6.2,1.0,10.7,0.209913,1.479673,1.955826,2.03942,0.791854,1.0,0.0,0.4333,0.2967,0.0233,-8.2033,43.7,48.1,2.7,-0.7,48.43333333333334,Wet
Ceadir-Lunga,1988,4,39.5,13.6,8.1,19.8,-0.237233,0.452341,1.92417,1.639332,0.688305,0.866025403784439,-0.5,0.7367,1.17,1.0067,-8.4967,22.4,79.2,6.2,-0.9,35.199999999999996,Normal
Ceadir-Lunga,1988,5,118.7,19.2,12.9,25.3,0.913214,0.3808,1.698536,1.632008,1.377726,0.5,-0.866025403784439,1.2767,1.14,1.3233,60.6933,39.5,43.7,13.6,2.7,60.199999999999996,Normal
Ceadir-Lunga,1988,6,80.5,25.3,19.0,30.5,-0.630452,0.024048,1.06474,1.70525,1.571882,0.0,-1.0,3.4733,3.2567,2.68,22.01,118.7,22.4,19.2,6.2,79.56666666666666,Normal
Ceadir-Lunga,1988,7,122.1,23.1,17.4,29.1,0.551452,0.358861,0.575755,2.389154,2.212935,-0.5,-0.866025403784439,-0.1833,0.2067,-0.2467,59.74,80.5,39.5,25.3,13.6,107.09999999999998,Normal
Ceadir-Lunga,1988,8,36.6,21.4,15.6,28.2,-1.178712,-0.529204,-0.10182,2.282036,2.279697,-0.866025403784438,-0.5,-0.85,-0.68,-0.06,-0.6533,122.1,118.7,23.1,19.2,79.73333333333333,Normal
Ceadir-Lunga,1988,9,46.7,16.3,10.3,22.1,-0.378792,-0.42237,-0.278286,2.27929,2.325341,-1.0,-0.0,-1.3567,-1.3633,-1.5,6.4967,36.6,80.5,21.4,25.3,68.46666666666665,Normal
Ceadir-Lunga,1988,10,106.6,12.3,7.0,17.4,1.416535,-0.055125,0.217435,2.910092,2.930969,-0.866025403784439,0.5,0.79,0.37,0.93,70.42,46.7,122.1,16.3,23.1,63.300000000000004,Normal
Ceadir-Lunga,1988,11,14.8,5.4,0.4,10.6,0.129023,0.500035,-0.017629,2.283867,2.911213,-0.5,0.866025403784438,-0.0267,-0.1867,0.22,-25.5467,106.6,36.6,12.3,21.4,56.03333333333334,Normal
Ceadir-Lunga,1988,12,30.2,0.9,-2.8,4.9,0.980623,1.077135,0.465295,2.078788,3.092425,-0.0,1.0,0.6333,0.8733,0.5033,-5.5167,14.8,46.7,5.4,16.3,50.53333333333333,Wet
Ceadir-Lunga,1989,1,45.1,-1.2,-4.7,2.1,1.416535,1.077135,0.724606,1.766591,2.981381,0.5,0.866025403784439,0.09,0.62,-0.5233,9.13,30.2,106.6,0.9,12.3,30.03333333333333,Wet
Ceadir-Lunga,1989,2,27.7,0.6,-4.0,4.9,0.958153,1.429117,1.365136,1.716237,2.910532,0.866025403784439,0.5,-0.3533,-0.92,-0.06,2.2933,45.1,14.8,-1.2,5.4,34.333333333333336,Wet
Ceadir-Lunga,1989,3,22.7,5.7,1.4,10.7,0.272829,1.128644,1.560461,1.741872,2.822651,1.0,0.0,-0.0667,0.6967,0.0233,-7.9033,27.7,30.2,0.6,0.9,31.833333333333332,Wet
Ceadir-Lunga,1989,4,38.8,14.1,7.8,20.4,-0.309136,0.396062,1.043187,1.712575,2.503146,0.866025403784439,-0.5,1.2367,0.87,1.6067,-9.1967,22.7,45.1,5.7,-1.2,29.73333333333333,Normal
Ceadir-Lunga,1989,5,73.0,16.6,11.1,22.8,0.178456,0.065065,1.058005,1.413195,2.274928,0.5,-0.866025403784439,-1.3233,-0.66,-1.1767,14.9933,38.8,27.7,14.1,0.6,44.833333333333336,Normal
Ceadir-Lunga,1989,6,18.8,21.0,14.7,27.0,-1.533733,-0.701857,0.304321,1.045151,2.055567,0.0,-1.0,-0.8267,-1.0433,-0.82,-39.69,73.0,22.7,16.6,5.7,43.53333333333333,Normal
Ceadir-Lunga,1989,7,32.2,21.5,15.0,27.8,-1.288813,-1.11775,-0.506614,0.29533,2.006517,-0.5,-0.866025403784439,-1.7833,-2.1933,-1.5467,-30.16,18.8,38.8,21.0,14.1,41.333333333333336,Dry
Ceadir-Lunga,1989,8,34.9,22.1,15.6,27.8,-1.295554,-1.743498,-1.182169,0.247722,1.891387,-0.866025403784438,-0.5,-0.15,-0.68,-0.46,-2.3533,32.2,73.0,21.5,16.6,28.633333333333336,Dry
Ceadir-Lunga,1989,9,69.2,17.1,11.0,23.7,0.036897,-1.076733,-1.25289,0.417096,2.015373,-1.0,-0.0,-0.5567,-0.6633,0.1,28.9967,34.9,18.8,22.1,21.0,45.43333333333334,Dry
Ceadir-Lunga,1989,10,35.9,13.0,8.0,17.7,-0.250715,-0.636039,-1.235378,-0.26223,1.979267,-0.866025403784439,0.5,1.49,1.37,1.23,-0.28,69.2,32.2,17.1,21.5,46.666666666666664,Normal
Ceadir-Lunga,1989,11,22.3,6.0,1.0,10.8,0.230136,0.011647,-1.219887,-0.221031,1.543951,-0.5,0.866025403784438,0.5733,0.4133,0.42,-18.0467,35.9,34.9,13.0,22.1,42.46666666666666,Normal
Ceadir-Lunga,1989,12,57.8,0.0,-4.0,4.6,1.701899,0.718475,-0.249998,0.072855,1.610032,-0.0,1.0,-0.2667,-0.3267,0.2033,22.0833,22.3,69.2,6.0,17.1,38.666666666666664,Normal
Ceadir-Lunga,1990,1,31.6,-2.0,-5.5,2.1,1.113194,1.297482,0.47001,-0.050742,1.285758,0.5,0.866025403784439,-0.71,-0.18,-0.5233,-4.37,57.8,35.9,0.0,13.0,37.23333333333333,Wet
Ceadir-Lunga,1990,2,20.0,2.9,-1.3,6.6,0.526736,1.423394,1.016246,-0.226524,1.11749,0.866025403784439,0.5,1.9467,1.78,1.64,-5.4067,31.6,22.3,-2.0,6.0,36.46666666666667,Wet
Ceadir-Lunga,1990,3,34.3,4.0,-0.8,9.3,0.724469,1.008455,1.222347,-0.042502,1.273496,1.0,0.0,-1.7667,-1.5033,-1.3767,3.6967,20.0,57.8,2.9,0.0,28.633333333333336,Wet
Ceadir-Lunga,1990,4,32.2,11.0,6.4,17.4,-0.109156,0.489543,1.26478,0.038981,1.312327,0.866025403784439,-0.5,-1.8633,-0.53,-1.3933,-15.7967,34.3,31.6,4.0,-2.0,28.833333333333332,Normal
Ceadir-Lunga,1990,5,52.1,17.0,11.1,23.0,-0.336099,0.123252,1.095049,-0.170677,0.933553,0.5,-0.866025403784439,-0.9233,-0.66,-0.9767,-5.9067,32.2,20.0,11.0,2.9,39.53333333333333,Normal
Ceadir-Lunga,1990,6,39.9,20.4,14.2,26.9,-0.992214,-0.605515,0.287482,0.049967,0.823873,0.0,-1.0,-1.4267,-1.5433,-0.92,-18.59,52.1,34.3,17.0,4.0,41.400000000000006,Normal
Ceadir-Lunga,1990,7,140.6,23.8,18.0,29.3,0.888497,-0.181991,0.220129,0.937118,0.92606,-0.5,-0.866025403784439,0.5167,0.8067,-0.0467,78.24,39.9,32.2,20.4,11.0,77.53333333333333,Normal
Ceadir-Lunga,1990,8,156.5,22.5,16.8,28.6,1.391818,0.551545,0.479439,2.032096,1.705406,-0.866025403784438,-0.5,0.25,0.52,0.34,119.2467,140.6,52.1,23.8,17.0,112.33333333333333,Normal
Ceadir-Lunga,1990,9,39.4,17.9,12.0,24.2,-0.722578,0.666011,0.045683,1.722646,1.601175,-1.0,-0.0,0.2433,0.3367,0.6,-0.8033,156.5,39.9,22.5,20.4,112.16666666666667,Normal
Ceadir-Lunga,1990,10,12.7,11.8,6.8,17.0,-0.637193,0.018324,-0.112597,1.565174,0.978516,-0.866025403784439,0.5,0.29,0.17,0.53,-23.48,39.4,140.6,17.9,23.8,69.53333333333333,Normal
Ceadir-Lunga,1990,11,152.5,5.5,1.1,9.6,3.211861,0.79097,0.950913,2.780086,1.913186,-0.5,0.866025403784438,0.0733,0.5133,-0.78,112.1533,12.7,156.5,11.8,22.5,68.2,Normal
Ceadir-Lunga,1990,12,27.3,-1.5,-4.7,2.7,1.016574,1.529275,1.553052,2.500849,1.924086,-0.0,1.0,-1.7667,-1.0267,-1.6967,-8.4167,152.5,39.4,5.5,17.9,64.16666666666667,Wet
Ceadir-Lunga,1991,1,8.7,-1.9,-5.9,1.6,0.598639,2.053911,1.466167,2.291191,1.676113,0.5,0.866025403784439,-0.61,-0.58,-1.0233,-27.27,27.3,12.7,-1.5,11.8,62.833333333333336,Wet
Ceadir-Lunga,1991,2,31.6,-2.3,-6.3,2.5,1.113194,1.162984,1.382648,2.530146,1.723119,0.866025403784439,0.5,-3.2533,-3.22,-2.46,6.1933,8.7,152.5,-1.9,5.5,22.53333333333333,Wet
Ceadir-Lunga,1991,3,62.9,3.5,-1.1,8.6,1.423275,1.335637,2.025873,2.814876,2.071917,1.0,0.0,-2.2667,-1.8033,-2.0767,32.2967,31.6,27.3,-2.3,-1.5,34.4,Wet
Ceadir-Lunga,1991,4,17.1,12.5,6.3,19.0,-0.61697,0.819586,2.031935,2.607966,1.978586,0.866025403784439,-0.5,-0.3633,-0.63,0.2067,-30.8967,62.9,8.7,3.5,-1.9,37.199999999999996,Normal
Ceadir-Lunga,1991,5,8.6,19.3,13.5,24.6,-1.571931,-0.320304,0.597981,2.104423,1.447895,0.5,-0.866025403784439,1.3767,1.74,0.6233,-49.4067,17.1,31.6,12.5,-2.3,29.53333333333333,Normal
Ceadir-Lunga,1991,6,74.0,25.7,19.4,31.4,-0.821444,-1.273233,0.047031,2.174003,1.66385,0.0,-1.0,3.8733,3.6567,3.58,15.51,8.6,62.9,19.3,3.5,33.233333333333334,Dry
Ceadir-Lunga,1991,7,9.8,24.3,19.3,30.2,-2.106709,-1.905658,-0.763904,0.953598,1.415876,-0.5,-0.866025403784439,1.0167,2.1067,0.8533,-52.56,74.0,17.1,25.7,12.5,30.799999999999997,Dry
Ceadir-Lunga,1991,8,61.1,21.5,16.2,28.7,-0.63944,-1.509796,-1.289261,0.125956,1.6148,-0.866025403784438,-0.5,-0.75,-0.08,0.44,23.8467,9.8,8.6,24.3,19.3,48.300000000000004,Dry
Ceadir-Lunga,1991,9,26.2,17.9,11.5,24.4,-1.019177,-1.593738,-2.021392,0.005106,1.294614,-1.0,-0.0,0.2433,-0.1633,0.8,-14.0033,61.1,74.0,21.5,25.7,32.36666666666667,Dry
Ceadir-Lunga,1991,10,32.9,14.5,9.0,19.6,-0.486646,-0.905988,-1.982327,0.066447,1.223083,-0.866025403784439,0.5,2.99,2.37,3.13,-3.28,26.2,9.8,17.9,24.3,40.06666666666666,Normal
Ceadir-Lunga,1991,11,17.1,8.8,2.7,14.3,-0.201281,-0.719981,-1.571471,-1.324248,1.092284,-0.5,0.866025403784438,3.3733,2.1133,3.92,-23.2467,32.9,61.1,14.5,21.5,25.399999999999995,Normal
Ceadir-Lunga,1991,12,24.4,0.1,-4.7,4.3,0.940178,0.111805,-1.043421,-1.355376,0.861341,-0.0,1.0,-0.1667,-1.0267,-0.0967,-11.3167,17.1,26.2,8.8,17.9,24.8,Normal
Ceadir-Lunga,1992,1,15.0,-1.8,-5.8,2.1,0.740198,0.632625,-0.190053,-1.297698,0.748254,0.5,0.866025403784439,-0.51,-0.48,-0.5233,-20.97,24.4,32.9,0.1,14.5,18.833333333333332,Normal
Ceadir-Lunga,1992,2,29.0,1.7,-2.9,5.5,0.863781,1.084766,0.260541,-1.399322,0.850441,0.866025403784439,0.5,0.7467,0.18,0.54,3.5933,15.0,17.1,-1.8,8.8,22.8,Wet
Ceadir-Lunga,1992,3,14.7,7.3,2.8,12.2,-0.086686,0.648841,0.540057,-2.01456,0.604511,1.0,0.0,1.5333,2.0967,1.5233,-15.9033,29.0,24.4,1.7,0.1,19.566666666666666,Normal
Ceadir-Lunga,1992,4,18.8,14.0,8.3,18.8,-0.747294,0.017371,0.461927,-2.067661,0.411037,0.866025403784439,-0.5,1.1367,1.37,0.0067,-29.1967,14.7,15.0,7.3,-1.8,20.833333333333332,Normal
Ceadir-Lunga,1992,5,41.8,17.4,11.3,23.4,-0.612476,-0.609331,0.338671,-1.676728,0.327244,0.5,-0.866025403784439,-0.5233,-0.46,-0.5767,-16.2067,18.8,29.0,14.0,1.7,25.099999999999998,Normal
Ceadir-Lunga,1992,6,70.5,22.3,16.1,28.3,-0.518104,-0.792476,-0.098453,-1.553131,0.470987,0.0,-1.0,0.4733,0.3567,0.48,12.01,41.8,14.7,17.4,7.3,43.699999999999996,Normal
Ceadir-Lunga,1992,7,119.0,25.2,19.6,31.0,0.245865,-0.37086,-0.24663,-0.594568,0.27615,-0.5,-0.866025403784439,1.9167,2.4067,1.6533,56.64,70.5,18.8,22.3,14.0,77.10000000000001,Normal
Ceadir-Lunga,1992,8,38.2,21.7,16.5,27.2,-1.176465,-0.610285,-0.858199,-0.813381,-0.502515,-0.866025403784438,-0.5,-0.55,0.22,-1.06,0.9467,119.0,41.8,25.2,17.4,75.89999999999999,Normal
Ceadir-Lunga,1992,9,55.8,19.2,12.7,25.0,-0.500128,-0.602653,-0.982129,-0.601893,-0.435071,-1.0,-0.0,1.5433,1.0367,1.4,15.5967,38.2,70.5,21.7,22.3,71.0,Normal
Ceadir-Lunga,1992,10,33.4,13.6,8.0,17.8,-0.374298,-0.865925,-0.870323,-0.556116,-0.355366,-0.866025403784439,0.5,2.09,1.37,1.33,-2.78,55.8,119.0,19.2,25.2,42.46666666666667,Normal
Ceadir-Lunga,1992,11,20.4,5.1,0.0,10.9,0.288557,-0.243993,-0.600236,-0.35653,-1.241668,-0.5,0.866025403784438,-0.3267,-0.5867,0.52,-19.9467,33.4,38.2,13.6,21.7,36.53333333333333,Normal
Ceadir-Lunga,1992,12,10.1,1.8,-2.2,5.5,0.427869,0.14996,-0.316678,-0.565271,-1.420154,-0.0,1.0,1.5333,1.4733,1.1033,-25.6167,20.4,55.8,5.1,19.2,21.3,Normal
Ceadir-Lunga,1993,1,25.2,0.2,-4.2,3.2,0.946919,0.710843,-0.106535,-0.481042,-1.314561,0.5,0.866025403784439,1.49,1.12,0.5767,-10.77,10.1,33.4,1.8,13.6,18.566666666666666,Normal
Ceadir-Lunga,1993,2,11.4,2.4,-1.6,6.1,0.389671,0.753768,0.362918,-0.67422,-1.533923,0.866025403784439,0.5,1.4467,1.48,1.14,-14.0067,25.2,20.4,0.2,5.1,15.566666666666665,Normal
Ceadir-Lunga,1993,3,16.9,8.5,4.0,13.6,-0.172071,0.499081,0.461254,-0.70901,-2.017608,1.0,0.0,2.7333,3.2967,2.9233,-13.7033,11.4,10.1,2.4,1.8,17.833333333333332,Normal
Ceadir-Lunga,1993,4,39.7,13.5,6.9,19.5,-0.221504,0.003062,0.507054,-0.494775,-1.897708,0.866025403784439,-0.5,0.6367,-0.03,0.7067,-8.2967,16.9,25.2,8.5,0.2,22.666666666666668,Normal
Ceadir-Lunga,1993,5,53.6,18.4,12.1,23.9,-0.459683,-0.357506,0.282767,-0.432519,-1.560491,0.5,-0.866025403784439,0.4767,0.34,-0.0767,-4.4067,39.7,11.4,13.5,2.4,36.733333333333334,Normal
Ceadir-Lunga,1993,6,80.7,17.8,11.7,23.9,0.216654,-0.192484,0.219455,-0.13314,-1.245755,0.0,-1.0,-4.0267,-4.0433,-3.92,22.21,53.6,16.9,18.4,8.5,58.0,Normal
Ceadir-Lunga,1993,7,11.6,23.9,17.5,29.7,-2.021324,-0.956544,-0.670283,-1.056912,-1.219868,-0.5,-0.866025403784439,0.6167,0.3067,0.3533,-50.76,80.7,39.7,17.8,13.5,48.63333333333333,Normal
Ceadir-Lunga,1993,8,69.5,24.2,17.9,29.8,-0.754035,-1.081503,-1.013112,-0.884792,-1.254611,-0.866025403784438,-0.5,1.95,1.62,1.54,32.2467,11.6,53.6,23.9,18.4,53.93333333333334,Dry
Ceadir-Lunga,1993,9,2.6,20.1,13.6,25.4,-1.796628,-1.936182,-1.500077,-1.413055,-1.490323,-1.0,-0.0,2.4433,1.9367,1.8,-37.6033,69.5,80.7,24.2,17.8,27.899999999999995,Dry
Ceadir-Lunga,1993,10,22.9,11.0,6.3,16.0,-0.318124,-1.213139,-1.529039,-1.390166,-1.439229,-0.866025403784439,0.5,-0.51,-0.33,-0.47,-13.28,2.6,11.6,20.1,23.9,31.666666666666668,Dry
Ceadir-Lunga,1993,11,43.2,6.8,1.7,11.1,0.609874,-0.634132,-1.208437,-1.259245,-1.193299,-0.5,0.866025403784438,1.3733,1.1133,0.72,2.8533,22.9,69.5,11.0,24.2,22.900000000000002,Normal
Ceadir-Lunga,1993,12,19.2,2.5,-1.6,6.7,0.553699,0.36363,-1.107407,-1.207975,-1.310474,-0.0,1.0,2.2333,2.0733,2.3033,-16.5167,43.2,2.6,6.8,20.1,28.433333333333334,Normal
Ceadir-Lunga,1994,1,20.4,-1.8,-5.9,2.7,0.861534,0.864419,-0.243263,-1.242766,-1.273686,0.5,0.866025403784439,-0.51,-0.58,0.0767,-15.57,19.2,22.9,2.5,11.0,27.600000000000005,Normal
Ceadir-Lunga,1994,2,35.9,2.0,-2.3,5.4,0.985117,1.023717,0.278053,-1.000149,-1.236899,0.866025403784439,0.5,1.0467,0.78,0.44,10.4933,20.4,43.2,-1.8,6.8,25.166666666666668,Wet
Ceadir-Lunga,1994,3,2.3,6.7,1.5,11.3,-0.297901,0.662195,0.7273,-1.051419,-1.300936,1.0,0.0,0.9333,0.7967,0.6233,-28.3033,35.9,19.2,2.0,2.5,19.53333333333333,Normal
Ceadir-Lunga,1994,4,51.4,10.4,4.5,16.4,0.389671,0.46188,0.939463,-0.802394,-0.956225,0.866025403784439,-0.5,-2.4633,-2.43,-2.3933,3.4033,2.3,20.4,6.7,-1.8,29.866666666666664,Normal
Ceadir-Lunga,1994,5,33.1,17.6,11.8,23.6,-0.830432,-0.308857,0.507728,-0.953457,-1.022306,0.5,-0.866025403784439,-0.3233,0.04,-0.3767,-24.9067,51.4,35.9,10.4,2.0,28.933333333333334,Normal
Ceadir-Lunga,1994,6,75.8,20.4,13.7,26.6,-0.185553,-0.261163,0.286135,-1.117338,-0.921482,0.0,-1.0,-1.4267,-2.0433,-1.22,17.31,33.1,2.3,17.6,6.7,53.43333333333334,Normal
Ceadir-Lunga,1994,7,72.5,20.6,15.0,27.1,-0.282172,-0.546374,-0.056694,-0.408715,-1.081575,-0.5,-0.866025403784439,-2.6833,-2.1933,-2.2467,10.14,75.8,51.4,20.4,10.4,60.46666666666667,Normal
Ceadir-Lunga,1994,8,51.6,22.0,15.7,28.3,-0.909076,-0.57976,-0.624483,-0.471887,-1.000506,-0.866025403784438,-0.5,-0.25,-0.58,0.04,14.3467,72.5,33.1,20.6,17.6,66.63333333333334,Normal
Ceadir-Lunga,1994,9,59.4,17.2,11.1,23.9,-0.19454,-0.583576,-0.5935,0.180888,-0.907857,-1.0,-0.0,-0.4567,-0.5633,0.3,19.1967,51.6,75.8,22.0,20.4,61.166666666666664,Normal
Ceadir-Lunga,1994,10,15.6,13.5,7.7,18.3,-0.763023,-0.787707,-0.939023,-0.000387,-1.025712,-0.866025403784439,0.5,1.99,1.07,1.83,-20.58,59.4,72.5,17.2,20.6,42.199999999999996,Normal
Ceadir-Lunga,1994,11,20.8,6.5,1.2,10.9,0.140258,-0.342243,-0.648056,-0.191734,-1.070675,-0.5,0.866025403784438,1.0733,0.6133,0.52,-19.5467,15.6,51.6,13.5,22.0,31.933333333333334,Normal
